name, village_id, district_id, region_id, province_id, address, latitude, longitude, tower, type, floor, unit
Rusun Kejaksaan Tinggi,1271051005,127105,1271,12,Jl. Karya Rakyat,3.6065000,98.6624000,1,Wisama Suralaya 36,2,16
